"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","519","chekLoginWithNegativeCred1","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","chekLoginWithNegativeCred1"
"Проврка козины","1480","checkCart","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CartTest","Firefox","tests.CartTest","checkCart"
"","1387","chekLoginWithNegativeCred1","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","chekLoginWithNegativeCred1"
"","892","checkLocators","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LocatorsTest","Firefox","tests.LocatorsTest","checkLocators"
"","2","chekLoginWithNegativeCred","SauceDemo suite","2026-06-10","unknown","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","chekLoginWithNegativeCred"
